Khách hàng,Sản phẩm,Ngày mua,Giá trị,Xu hướng mua sắm,Số lượng,Độ tin cậy của khách hàng,Khu vực,Thời gian mua sắm,Phương pháp thanh toán,Chiến dịch quảng cáo
KH906,SP002,1/1/2022,422,Tăng,295,Cao,Khu vực C,Buổi chiều,Thấp,CD25
KH907,SP004,19/1/2022,143,Giảm,139,Thấp,Khu vực B,Buổi sáng,Thấp,CD20
KH908,SP001,23/1/2022,133,Giảm,116,Cao,Khu vực C,Buổi chiều,Cao,CD6
KH909,SP004,15/1/2022,117,Giảm,151,Cao,Khu vực A,Buổi tối,Thấp,CD28
KH910,SP002,6/1/2022,256,Tăng,182,Thấp,Khu vực C,Buổi chiều,Cao,CD29
KH911,SP002,28/1/2022,311,Tăng,233,Trung bình,Khu vực B,Buổi sáng,Thấp,CD28
KH912,SP003,26/1/2022,355,Tăng,136,Thấp,Khu vực C,Buổi chiều,Cao,CD28
KH913,SP004,8/1/2022,281,Tăng,242,Trung bình,Khu vực C,Buổi sáng,Cao,CD47
KH914,SP004,9/1/2022,452,Tăng,70,Thấp,Khu vực C,Buổi tối,Cao,CD32
KH915,SP003,19/1/2022,360,Tăng,91,Thấp,Khu vực C,Buổi tối,Cao,CD30
KH916,SP002,1/1/2022,415,Tăng,73,Cao,Khu vực A,Buổi chiều,Thấp,CD14
KH917,SP005,5/1/2022,494,Tăng,225,Trung bình,Khu vực A,Buổi chiều,Cao,CD27
KH918,SP002,27/1/2022,417,Tăng,294,Trung bình,Khu vực C,Buổi sáng,Thấp,CD50
KH919,SP004,5/1/2022,224,Tăng,237,Cao,Khu vực A,Buổi tối,Thấp,CD30
KH920,SP005,31/1/2022,229,Tăng,278,Cao,Khu vực C,Buổi chiều,Thấp,CD31
KH921,SP004,17/1/2022,150,Giảm,209,Thấp,Khu vực B,Buổi tối,Cao,CD41
KH922,SP001,26/1/2022,384,Tăng,55,Cao,Khu vực C,Buổi chiều,Cao,CD38
KH923,SP004,11/1/2022,134,Giảm,156,Cao,Khu vực C,Buổi tối,Thấp,CD22
KH924,SP005,9/1/2022,265,Tăng,144,Thấp,Khu vực A,Buổi tối,Thấp,CD45
KH925,SP004,11/1/2022,437,Tăng,258,Cao,Khu vực C,Buổi sáng,Thấp,CD27
KH926,SP005,6/1/2022,303,Tăng,256,Trung bình,Khu vực C,Buổi sáng,Cao,CD16
KH927,SP001,9/1/2022,345,Tăng,146,Cao,Khu vực A,Buổi sáng,Cao,CD7
KH928,SP004,14/1/2022,219,Tăng,209,Cao,Khu vực C,Buổi chiều,Cao,CD36
KH929,SP002,11/1/2022,448,Tăng,280,Thấp,Khu vực B,Buổi sáng,Thấp,CD6
KH930,SP005,21/1/2022,51,Giảm,150,Thấp,Khu vực A,Buổi tối,Cao,CD30
KH931,SP005,18/1/2022,112,Giảm,33,Trung bình,Khu vực B,Buổi chiều,Cao,CD8
KH932,SP004,31/1/2022,123,Giảm,185,Trung bình,Khu vực A,Buổi tối,Thấp,CD17
KH933,SP003,24/1/2022,98,Giảm,159,Cao,Khu vực B,Buổi chiều,Thấp,CD46
KH934,SP001,28/1/2022,360,Tăng,178,Trung bình,Khu vực A,Buổi chiều,Cao,CD42
KH935,SP002,21/1/2022,235,Tăng,125,Thấp,Khu vực A,Buổi sáng,Thấp,CD46
KH936,SP005,14/1/2022,378,Tăng,41,Trung bình,Khu vực C,Buổi chiều,Thấp,CD27
KH937,SP005,13/1/2022,389,Tăng,188,Thấp,Khu vực B,Buổi chiều,Thấp,CD14
KH938,SP005,23/1/2022,189,Giảm,55,Cao,Khu vực C,Buổi tối,Thấp,CD27
KH939,SP001,3/1/2022,252,Tăng,203,Cao,Khu vực A,Buổi tối,Cao,CD31
KH940,SP003,7/1/2022,496,Tăng,115,Thấp,Khu vực C,Buổi chiều,Cao,CD36
KH941,SP005,9/1/2022,440,Tăng,285,Cao,Khu vực B,Buổi tối,Cao,CD19
KH942,SP003,21/1/2022,475,Tăng,103,Trung bình,Khu vực C,Buổi tối,Cao,CD40
KH943,SP003,31/1/2022,412,Tăng,132,Thấp,Khu vực C,Buổi chiều,Cao,CD31
KH944,SP001,3/1/2022,73,Giảm,238,Cao,Khu vực A,Buổi tối,Thấp,CD11
KH945,SP003,24/1/2022,291,Tăng,32,Thấp,Khu vực C,Buổi sáng,Thấp,CD1
KH946,SP001,21/1/2022,63,Giảm,293,Cao,Khu vực C,Buổi chiều,Thấp,CD10
KH947,SP002,1/1/2022,61,Giảm,207,Cao,Khu vực A,Buổi tối,Cao,CD12
KH948,SP005,4/1/2022,360,Tăng,274,Trung bình,Khu vực A,Buổi tối,Thấp,CD29
KH949,SP003,8/1/2022,467,Tăng,81,Cao,Khu vực C,Buổi sáng,Thấp,CD40
KH950,SP002,15/1/2022,241,Tăng,154,Cao,Khu vực C,Buổi tối,Cao,CD41
KH951,SP004,26/1/2022,172,Giảm,253,Cao,Khu vực B,Buổi sáng,Thấp,CD12
KH952,SP002,7/1/2022,112,Giảm,260,Thấp,Khu vực C,Buổi chiều,Cao,CD4
KH953,SP002,23/1/2022,172,Giảm,41,Cao,Khu vực C,Buổi sáng,Thấp,CD7
KH954,SP002,19/1/2022,458,Tăng,247,Thấp,Khu vực A,Buổi sáng,Thấp,CD36
KH955,SP003,7/1/2022,389,Tăng,50,Thấp,Khu vực C,Buổi tối,Thấp,CD16
KH956,SP002,16/1/2022,291,Tăng,77,Trung bình,Khu vực C,Buổi chiều,Thấp,CD50
KH957,SP001,11/1/2022,469,Tăng,269,Thấp,Khu vực B,Buổi chiều,Thấp,CD9
KH958,SP005,31/1/2022,192,Giảm,300,Thấp,Khu vực A,Buổi tối,Thấp,CD28
KH959,SP003,9/1/2022,371,Tăng,293,Thấp,Khu vực B,Buổi chiều,Thấp,CD30
KH960,SP001,21/1/2022,415,Tăng,72,Cao,Khu vực A,Buổi tối,Cao,CD45
KH961,SP001,26/1/2022,185,Giảm,121,Thấp,Khu vực B,Buổi sáng,Cao,CD22
KH962,SP001,24/1/2022,85,Giảm,231,Thấp,Khu vực C,Buổi tối,Thấp,CD30
KH963,SP005,16/1/2022,234,Tăng,292,Cao,Khu vực A,Buổi tối,Cao,CD37
KH964,SP003,13/1/2022,96,Giảm,264,Thấp,Khu vực A,Buổi tối,Cao,CD16
KH965,SP003,29/1/2022,53,Giảm,240,Thấp,Khu vực C,Buổi chiều,Thấp,CD9
KH966,SP004,5/1/2022,255,Tăng,295,Thấp,Khu vực C,Buổi sáng,Cao,CD30
KH967,SP003,1/1/2022,133,Giảm,97,Cao,Khu vực C,Buổi sáng,Thấp,CD39
KH968,SP001,1/1/2022,495,Tăng,59,Cao,Khu vực B,Buổi chiều,Thấp,CD28
KH969,SP004,29/1/2022,74,Giảm,188,Thấp,Khu vực C,Buổi sáng,Cao,CD46
KH970,SP003,1/1/2022,146,Giảm,244,Cao,Khu vực A,Buổi sáng,Thấp,CD12
KH971,SP003,1/1/2022,429,Tăng,58,Trung bình,Khu vực C,Buổi tối,Thấp,CD48
KH972,SP005,13/1/2022,80,Giảm,97,Cao,Khu vực A,Buổi sáng,Thấp,CD5
KH973,SP005,26/1/2022,384,Tăng,45,Cao,Khu vực C,Buổi sáng,Thấp,CD12
KH974,SP002,21/1/2022,237,Tăng,78,Trung bình,Khu vực A,Buổi tối,Thấp,CD10
KH975,SP005,11/1/2022,93,Giảm,160,Thấp,Khu vực C,Buổi tối,Cao,CD41
KH976,SP003,6/1/2022,126,Giảm,238,Cao,Khu vực B,Buổi tối,Cao,CD30
KH977,SP001,11/1/2022,216,Tăng,38,Thấp,Khu vực A,Buổi chiều,Thấp,CD16
KH978,SP003,7/1/2022,118,Giảm,254,Thấp,Khu vực A,Buổi chiều,Cao,CD47
KH979,SP003,28/1/2022,328,Tăng,201,Cao,Khu vực B,Buổi chiều,Cao,CD35
KH980,SP004,19/1/2022,294,Tăng,149,Thấp,Khu vực C,Buổi chiều,Cao,CD9
KH981,SP003,26/1/2022,313,Tăng,166,Thấp,Khu vực C,Buổi tối,Thấp,CD17
KH982,SP002,5/1/2022,288,Tăng,194,Thấp,Khu vực C,Buổi sáng,Thấp,CD10
KH983,SP003,7/1/2022,285,Tăng,290,Trung bình,Khu vực B,Buổi tối,Cao,CD13
KH984,SP004,21/1/2022,274,Tăng,128,Cao,Khu vực A,Buổi tối,Thấp,CD31
KH985,SP001,11/1/2022,336,Tăng,228,Thấp,Khu vực C,Buổi chiều,Cao,CD21
KH986,SP001,19/1/2022,349,Tăng,42,Thấp,Khu vực A,Buổi sáng,Thấp,CD34
KH987,SP005,5/1/2022,203,Tăng,163,Trung bình,Khu vực C,Buổi tối,Thấp,CD9
KH988,SP002,1/1/2022,94,Giảm,51,Thấp,Khu vực B,Buổi chiều,Thấp,CD9
KH989,SP002,21/1/2022,119,Giảm,278,Cao,Khu vực B,Buổi tối,Cao,CD32
KH990,SP005,6/1/2022,138,Giảm,273,Cao,Khu vực A,Buổi tối,Cao,CD15
KH991,SP002,23/1/2022,93,Giảm,46,Cao,Khu vực C,Buổi tối,Thấp,CD3
KH992,SP001,29/1/2022,243,Tăng,96,Thấp,Khu vực B,Buổi sáng,Cao,CD47
KH993,SP004,4/1/2022,348,Tăng,225,Cao,Khu vực C,Buổi chiều,Cao,CD31
KH994,SP002,24/1/2022,314,Tăng,117,Trung bình,Khu vực A,Buổi sáng,Cao,CD29
KH995,SP005,18/1/2022,93,Giảm,162,Cao,Khu vực C,Buổi sáng,Cao,CD24
KH996,SP001,21/1/2022,165,Giảm,263,Trung bình,Khu vực A,Buổi tối,Thấp,CD45
KH997,SP002,16/1/2022,330,Tăng,216,Thấp,Khu vực C,Buổi chiều,Thấp,CD13
KH998,SP004,31/1/2022,53,Giảm,80,Trung bình,Khu vực A,Buổi chiều,Thấp,CD15
KH999,SP004,11/1/2022,53,Giảm,268,Thấp,Khu vực A,Buổi tối,Thấp,CD2
KH1000,SP005,23/1/2022,377,Tăng,84,Cao,Khu vực A,Buổi tối,Cao,CD9
KH1001,SP003,13/1/2022,210,Tăng,172,Trung bình,Khu vực C,Buổi sáng,Cao,CD9
KH1002,SP002,21/1/2022,180,Giảm,43,Cao,Khu vực C,Buổi chiều,Cao,CD39
KH1003,SP005,19/1/2022,386,Tăng,258,Trung bình,Khu vực B,Buổi chiều,Cao,CD6
KH1004,SP004,21/1/2022,253,Tăng,296,Thấp,Khu vực A,Buổi sáng,Cao,CD50
KH1005,SP005,19/1/2022,335,Tăng,233,Cao,Khu vực B,Buổi tối,Thấp,CD11
KH1006,SP004,13/1/2022,88,Giảm,234,Thấp,Khu vực A,Buổi sáng,Thấp,CD18
KH1007,SP004,1/1/2022,402,Tăng,101,Trung bình,Khu vực B,Buổi sáng,Cao,CD50
KH1008,SP003,14/1/2022,233,Tăng,235,Trung bình,Khu vực A,Buổi sáng,Cao,CD43
KH1009,SP002,4/1/2022,129,Giảm,182,Trung bình,Khu vực A,Buổi sáng,Cao,CD22
KH1010,SP002,11/1/2022,478,Tăng,221,Cao,Khu vực A,Buổi chiều,Cao,CD12
KH1011,SP001,13/1/2022,278,Tăng,208,Cao,Khu vực A,Buổi chiều,Cao,CD17
KH1012,SP001,1/1/2022,93,Giảm,128,Trung bình,Khu vực B,Buổi sáng,Thấp,CD47
KH1013,SP003,25/1/2022,327,Tăng,213,Thấp,Khu vực B,Buổi sáng,Cao,CD27
KH1014,SP003,1/1/2022,495,Tăng,202,Cao,Khu vực A,Buổi chiều,Cao,CD27
KH1015,SP002,1/1/2022,453,Tăng,292,Trung bình,Khu vực C,Buổi tối,Cao,CD18
KH1016,SP003,14/1/2022,162,Giảm,284,Trung bình,Khu vực C,Buổi chiều,Cao,CD18
KH1017,SP005,17/1/2022,230,Tăng,115,Trung bình,Khu vực C,Buổi chiều,Cao,CD49
KH1018,SP003,27/1/2022,256,Tăng,288,Cao,Khu vực A,Buổi chiều,Thấp,CD13
KH1019,SP001,1/1/2022,468,Tăng,198,Trung bình,Khu vực C,Buổi sáng,Cao,CD47
KH1020,SP002,8/1/2022,73,Giảm,93,Cao,Khu vực B,Buổi sáng,Cao,CD30
KH1021,SP003,3/1/2022,272,Tăng,265,Cao,Khu vực A,Buổi sáng,Thấp,CD19
KH1022,SP005,3/1/2022,220,Tăng,32,Trung bình,Khu vực C,Buổi sáng,Thấp,CD27
KH1023,SP004,5/1/2022,462,Tăng,115,Thấp,Khu vực C,Buổi chiều,Cao,CD40
KH1024,SP004,19/1/2022,118,Giảm,244,Trung bình,Khu vực A,Buổi tối,Thấp,CD21
KH1025,SP003,31/1/2022,156,Giảm,221,Thấp,Khu vực C,Buổi sáng,Thấp,CD50
KH1026,SP003,26/1/2022,453,Tăng,170,Cao,Khu vực A,Buổi chiều,Thấp,CD26
KH1027,SP005,14/1/2022,297,Tăng,191,Trung bình,Khu vực B,Buổi tối,Thấp,CD21
KH1028,SP001,29/1/2022,382,Tăng,152,Cao,Khu vực A,Buổi chiều,Cao,CD6
KH1029,SP003,23/1/2022,423,Tăng,186,Trung bình,Khu vực C,Buổi chiều,Thấp,CD17
KH1030,SP004,14/1/2022,126,Giảm,201,Cao,Khu vực A,Buổi tối,Cao,CD19
KH1031,SP004,17/1/2022,335,Tăng,122,Thấp,Khu vực B,Buổi sáng,Cao,CD9
KH1032,SP004,14/1/2022,159,Giảm,43,Thấp,Khu vực C,Buổi tối,Thấp,CD4
KH1033,SP001,9/1/2022,295,Tăng,212,Thấp,Khu vực A,Buổi tối,Cao,CD38
KH1034,SP003,19/1/2022,77,Giảm,139,Thấp,Khu vực A,Buổi tối,Cao,CD2
KH1035,SP001,3/1/2022,335,Tăng,156,Thấp,Khu vực B,Buổi tối,Cao,CD2
KH1036,SP001,11/1/2022,195,Giảm,155,Cao,Khu vực B,Buổi chiều,Cao,CD10
KH1037,SP004,14/1/2022,498,Tăng,298,Thấp,Khu vực B,Buổi tối,Cao,CD34
KH1038,SP004,24/1/2022,85,Giảm,47,Thấp,Khu vực A,Buổi chiều,Cao,CD19
KH1039,SP002,21/1/2022,264,Tăng,138,Cao,Khu vực B,Buổi chiều,Cao,CD21
KH1040,SP002,25/1/2022,278,Tăng,88,Thấp,Khu vực C,Buổi chiều,Thấp,CD8
KH1041,SP003,8/1/2022,331,Tăng,110,Trung bình,Khu vực B,Buổi sáng,Cao,CD8
KH1042,SP005,24/1/2022,330,Tăng,222,Cao,Khu vực C,Buổi sáng,Thấp,CD21
KH1043,SP002,19/1/2022,377,Tăng,198,Trung bình,Khu vực C,Buổi tối,Cao,CD19
KH1044,SP002,19/1/2022,235,Tăng,278,Cao,Khu vực B,Buổi chiều,Thấp,CD34
KH1045,SP005,11/1/2022,115,Giảm,258,Cao,Khu vực B,Buổi sáng,Thấp,CD36
KH1046,SP005,8/1/2022,479,Tăng,233,Trung bình,Khu vực B,Buổi sáng,Cao,CD22
KH1047,SP002,11/1/2022,453,Tăng,70,Cao,Khu vực A,Buổi chiều,Cao,CD11
KH1048,SP002,31/1/2022,203,Tăng,150,Trung bình,Khu vực A,Buổi tối,Thấp,CD39
KH1049,SP002,11/1/2022,254,Tăng,71,Cao,Khu vực A,Buổi chiều,Cao,CD49
KH1050,SP002,29/1/2022,370,Tăng,239,Cao,Khu vực B,Buổi sáng,Cao,CD44
KH1051,SP002,11/1/2022,416,Tăng,131,Trung bình,Khu vực B,Buổi tối,Thấp,CD42
KH1052,SP005,1/1/2022,137,Giảm,48,Trung bình,Khu vực C,Buổi chiều,Thấp,CD31
KH1053,SP005,9/1/2022,53,Giảm,125,Cao,Khu vực C,Buổi sáng,Cao,CD20
KH1054,SP002,11/1/2022,288,Tăng,172,Thấp,Khu vực A,Buổi sáng,Cao,CD37
KH1055,SP001,11/1/2022,100,Giảm,47,Cao,Khu vực C,Buổi chiều,Cao,CD34
KH1056,SP003,18/1/2022,81,Giảm,75,Cao,Khu vực C,Buổi tối,Cao,CD5
KH1057,SP004,1/1/2022,206,Tăng,175,Cao,Khu vực A,Buổi sáng,Cao,CD25
KH1058,SP003,31/1/2022,374,Tăng,74,Trung bình,Khu vực C,Buổi chiều,Cao,CD2
KH1059,SP003,13/1/2022,332,Tăng,91,Cao,Khu vực C,Buổi sáng,Thấp,CD12
KH1060,SP001,15/1/2022,311,Tăng,167,Thấp,Khu vực C,Buổi sáng,Thấp,CD15
KH1061,SP004,11/1/2022,112,Giảm,68,Thấp,Khu vực C,Buổi tối,Cao,CD33
KH1062,SP003,19/1/2022,340,Tăng,265,Trung bình,Khu vực A,Buổi sáng,Cao,CD33
KH1063,SP003,23/1/2022,317,Tăng,246,Thấp,Khu vực A,Buổi tối,Thấp,CD23
KH1064,SP003,7/1/2022,126,Giảm,102,Thấp,Khu vực A,Buổi tối,Cao,CD23
KH1065,SP001,23/1/2022,211,Tăng,58,Cao,Khu vực A,Buổi sáng,Thấp,CD8
KH1066,SP005,29/1/2022,439,Tăng,36,Trung bình,Khu vực B,Buổi chiều,Cao,CD25
KH1067,SP005,18/1/2022,242,Tăng,137,Thấp,Khu vực C,Buổi tối,Thấp,CD37
KH1068,SP003,8/1/2022,290,Tăng,208,Cao,Khu vực C,Buổi chiều,Cao,CD38
KH1069,SP005,25/1/2022,62,Giảm,163,Trung bình,Khu vực A,Buổi sáng,Thấp,CD26
KH1070,SP004,15/1/2022,361,Tăng,267,Cao,Khu vực A,Buổi sáng,Cao,CD29
KH1071,SP003,21/1/2022,223,Tăng,253,Thấp,Khu vực B,Buổi sáng,Cao,CD11
KH1072,SP005,21/1/2022,255,Tăng,232,Cao,Khu vực C,Buổi tối,Cao,CD19
KH1073,SP004,21/1/2022,416,Tăng,85,Thấp,Khu vực B,Buổi sáng,Thấp,CD44
KH1074,SP001,8/1/2022,62,Giảm,209,Cao,Khu vực A,Buổi chiều,Thấp,CD42
KH1075,SP004,23/1/2022,430,Tăng,173,Thấp,Khu vực C,Buổi tối,Thấp,CD11
KH1076,SP004,16/1/2022,485,Tăng,210,Thấp,Khu vực B,Buổi tối,Cao,CD16
KH1077,SP002,11/1/2022,91,Giảm,259,Trung bình,Khu vực A,Buổi chiều,Cao,CD13
KH1078,SP003,21/1/2022,361,Tăng,221,Thấp,Khu vực B,Buổi sáng,Cao,CD23
KH1079,SP003,31/1/2022,472,Tăng,249,Trung bình,Khu vực C,Buổi tối,Thấp,CD44
KH1080,SP001,9/1/2022,376,Tăng,86,Thấp,Khu vực B,Buổi sáng,Cao,CD40
KH1081,SP004,1/1/2022,396,Tăng,67,Trung bình,Khu vực C,Buổi chiều,Thấp,CD37
KH1082,SP005,9/1/2022,360,Tăng,203,Trung bình,Khu vực B,Buổi tối,Thấp,CD38
KH1083,SP001,11/1/2022,125,Giảm,99,Thấp,Khu vực A,Buổi chiều,Cao,CD46
KH1084,SP002,7/1/2022,191,Giảm,115,Trung bình,Khu vực C,Buổi chiều,Thấp,CD42
KH1085,SP003,11/1/2022,466,Tăng,202,Thấp,Khu vực B,Buổi sáng,Thấp,CD9
KH1086,SP004,11/1/2022,212,Tăng,186,Trung bình,Khu vực A,Buổi chiều,Thấp,CD15
KH1087,SP005,19/1/2022,254,Tăng,72,Trung bình,Khu vực B,Buổi sáng,Thấp,CD2
KH1088,SP001,27/1/2022,178,Giảm,39,Cao,Khu vực B,Buổi tối,Cao,CD11
KH1089,SP005,29/1/2022,295,Tăng,211,Cao,Khu vực B,Buổi tối,Cao,CD49
KH1090,SP003,11/1/2022,467,Tăng,66,Trung bình,Khu vực B,Buổi chiều,Thấp,CD32
KH1091,SP002,25/1/2022,282,Tăng,137,Thấp,Khu vực A,Buổi chiều,Thấp,CD6
KH1092,SP003,11/1/2022,91,Giảm,254,Cao,Khu vực C,Buổi chiều,Thấp,CD23
KH1093,SP002,3/1/2022,156,Giảm,212,Cao,Khu vực A,Buổi sáng,Cao,CD6
KH1094,SP005,21/1/2022,256,Tăng,240,Thấp,Khu vực A,Buổi chiều,Cao,CD29
KH1095,SP002,3/1/2022,174,Giảm,179,Trung bình,Khu vực B,Buổi tối,Cao,CD26
KH1096,SP005,4/1/2022,226,Tăng,62,Thấp,Khu vực C,Buổi chiều,Cao,CD46
KH1097,SP003,23/1/2022,149,Giảm,279,Cao,Khu vực C,Buổi tối,Cao,CD44
KH1098,SP001,5/1/2022,311,Tăng,181,Trung bình,Khu vực C,Buổi tối,Cao,CD48
KH1099,SP005,21/1/2022,485,Tăng,120,Thấp,Khu vực B,Buổi chiều,Cao,CD30
KH1100,SP005,21/1/2022,175,Giảm,264,Cao,Khu vực B,Buổi chiều,Cao,CD7
KH1101,SP004,23/1/2022,496,Tăng,113,Cao,Khu vực B,Buổi tối,Cao,CD42
KH1102,SP001,17/1/2022,474,Tăng,33,Thấp,Khu vực C,Buổi sáng,Thấp,CD37
KH1103,SP003,16/1/2022,230,Tăng,37,Trung bình,Khu vực A,Buổi chiều,Cao,CD7
KH1104,SP005,25/1/2022,234,Tăng,73,Thấp,Khu vực A,Buổi chiều,Thấp,CD23
KH1105,SP005,28/1/2022,474,Tăng,61,Thấp,Khu vực A,Buổi chiều,Cao,CD14
KH1106,SP005,13/1/2022,58,Giảm,199,Thấp,Khu vực B,Buổi sáng,Cao,CD24
KH1107,SP001,11/1/2022,281,Tăng,196,Trung bình,Khu vực A,Buổi chiều,Thấp,CD13
KH1108,SP003,29/1/2022,381,Tăng,276,Thấp,Khu vực C,Buổi tối,Thấp,CD23
KH1109,SP001,4/1/2022,53,Giảm,187,Cao,Khu vực B,Buổi chiều,Thấp,CD8
KH1110,SP001,5/1/2022,143,Giảm,219,Cao,Khu vực C,Buổi chiều,Thấp,CD30
KH1111,SP005,4/1/2022,66,Giảm,94,Trung bình,Khu vực C,Buổi tối,Cao,CD4
KH1112,SP002,11/1/2022,53,Giảm,290,Cao,Khu vực A,Buổi tối,Thấp,CD23
KH1113,SP005,5/1/2022,196,Giảm,270,Trung bình,Khu vực A,Buổi tối,Cao,CD39
KH1114,SP002,26/1/2022,419,Tăng,197,Cao,Khu vực A,Buổi sáng,Cao,CD18
KH1115,SP003,3/1/2022,409,Tăng,264,Cao,Khu vực B,Buổi sáng,Cao,CD35
KH1116,SP005,11/1/2022,200,Tăng,91,Thấp,Khu vực B,Buổi chiều,Thấp,CD44
KH1117,SP001,13/1/2022,431,Tăng,91,Thấp,Khu vực A,Buổi chiều,Cao,CD16
KH1118,SP003,24/1/2022,101,Giảm,214,Thấp,Khu vực C,Buổi tối,Cao,CD13
KH1119,SP003,26/1/2022,272,Tăng,165,Trung bình,Khu vực B,Buổi sáng,Thấp,CD49
KH1120,SP003,16/1/2022,248,Tăng,141,Trung bình,Khu vực C,Buổi sáng,Cao,CD45
KH1121,SP004,31/1/2022,281,Tăng,37,Cao,Khu vực A,Buổi tối,Cao,CD43
KH1122,SP004,15/1/2022,252,Tăng,196,Trung bình,Khu vực A,Buổi chiều,Thấp,CD48
KH1123,SP001,31/1/2022,194,Giảm,117,Trung bình,Khu vực A,Buổi sáng,Thấp,CD37
KH1124,SP005,8/1/2022,66,Giảm,127,Trung bình,Khu vực B,Buổi tối,Cao,CD23
KH1125,SP003,21/1/2022,71,Giảm,137,Thấp,Khu vực A,Buổi sáng,Thấp,CD1
KH1126,SP005,23/1/2022,165,Giảm,193,Thấp,Khu vực A,Buổi sáng,Cao,CD47
KH1127,SP004,19/1/2022,363,Tăng,219,Cao,Khu vực B,Buổi sáng,Thấp,CD11
KH1128,SP005,21/1/2022,52,Giảm,274,Cao,Khu vực B,Buổi sáng,Cao,CD31
KH1129,SP005,8/1/2022,108,Giảm,148,Trung bình,Khu vực B,Buổi chiều,Thấp,CD20
KH1130,SP001,26/1/2022,338,Tăng,45,Cao,Khu vực A,Buổi sáng,Cao,CD25
KH1131,SP004,18/1/2022,439,Tăng,290,Trung bình,Khu vực C,Buổi chiều,Thấp,CD7
KH1132,SP005,11/1/2022,401,Tăng,87,Trung bình,Khu vực B,Buổi tối,Cao,CD48
KH1133,SP004,21/1/2022,286,Tăng,30,Cao,Khu vực A,Buổi chiều,Thấp,CD27
KH1134,SP003,11/1/2022,66,Giảm,74,Trung bình,Khu vực A,Buổi tối,Thấp,CD35
KH1135,SP005,26/1/2022,98,Giảm,252,Thấp,Khu vực A,Buổi sáng,Thấp,CD15
KH1136,SP004,13/1/2022,368,Tăng,82,Thấp,Khu vực A,Buổi sáng,Cao,CD6
KH1137,SP005,4/1/2022,490,Tăng,142,Trung bình,Khu vực B,Buổi sáng,Cao,CD3
KH1138,SP001,13/1/2022,493,Tăng,273,Thấp,Khu vực A,Buổi sáng,Thấp,CD50
KH1139,SP002,26/1/2022,83,Giảm,154,Trung bình,Khu vực C,Buổi chiều,Thấp,CD4
KH1140,SP002,29/1/2022,91,Giảm,142,Thấp,Khu vực C,Buổi sáng,Cao,CD19
KH1141,SP002,7/1/2022,278,Tăng,227,Thấp,Khu vực A,Buổi chiều,Thấp,CD40
KH1142,SP003,17/1/2022,359,Tăng,254,Cao,Khu vực B,Buổi tối,Thấp,CD32
KH1143,SP002,27/1/2022,162,Giảm,128,Thấp,Khu vực B,Buổi sáng,Cao,CD41
KH1144,SP005,5/1/2022,388,Tăng,255,Thấp,Khu vực B,Buổi tối,Cao,CD13
KH1145,SP002,19/1/2022,290,Tăng,111,Cao,Khu vực B,Buổi tối,Cao,CD37
KH1146,SP001,26/1/2022,295,Tăng,69,Trung bình,Khu vực B,Buổi chiều,Thấp,CD23
KH1147,SP005,31/1/2022,499,Tăng,144,Thấp,Khu vực B,Buổi chiều,Thấp,CD22
KH1148,SP001,1/1/2022,151,Giảm,68,Thấp,Khu vực C,Buổi tối,Thấp,CD16
KH1149,SP001,17/1/2022,434,Tăng,179,Thấp,Khu vực B,Buổi chiều,Cao,CD33
KH1150,SP004,15/1/2022,153,Giảm,212,Trung bình,Khu vực A,Buổi chiều,Cao,CD27
KH1151,SP004,21/1/2022,295,Tăng,279,Cao,Khu vực A,Buổi sáng,Thấp,CD43
KH1152,SP004,1/1/2022,166,Giảm,123,Trung bình,Khu vực B,Buổi tối,Thấp,CD30
KH1153,SP001,31/1/2022,392,Tăng,224,Cao,Khu vực C,Buổi sáng,Thấp,CD46
KH1154,SP005,11/1/2022,208,Tăng,257,Trung bình,Khu vực B,Buổi sáng,Thấp,CD2
KH1155,SP002,28/1/2022,99,Giảm,118,Cao,Khu vực C,Buổi sáng,Thấp,CD22
KH1156,SP005,21/1/2022,56,Giảm,76,Thấp,Khu vực B,Buổi tối,Thấp,CD22
KH1157,SP002,15/1/2022,466,Tăng,210,Cao,Khu vực B,Buổi tối,Thấp,CD36
KH1158,SP004,21/1/2022,217,Tăng,108,Trung bình,Khu vực C,Buổi sáng,Cao,CD15
KH1159,SP002,6/1/2022,492,Tăng,240,Cao,Khu vực C,Buổi sáng,Cao,CD43
KH1160,SP005,29/1/2022,254,Tăng,147,Cao,Khu vực B,Buổi tối,Thấp,CD15
KH1161,SP003,21/1/2022,316,Tăng,126,Thấp,Khu vực B,Buổi sáng,Thấp,CD46
KH1162,SP004,16/1/2022,400,Tăng,121,Trung bình,Khu vực C,Buổi tối,Thấp,CD40
KH1163,SP005,29/1/2022,238,Tăng,281,Cao,Khu vực C,Buổi sáng,Thấp,CD8
KH1164,SP005,21/1/2022,322,Tăng,142,Thấp,Khu vực A,Buổi chiều,Cao,CD14
KH1165,SP004,15/1/2022,363,Tăng,144,Trung bình,Khu vực A,Buổi sáng,Cao,CD9
KH1166,SP003,21/1/2022,372,Tăng,124,Cao,Khu vực C,Buổi tối,Cao,CD9
KH1167,SP003,26/1/2022,377,Tăng,204,Cao,Khu vực B,Buổi tối,Cao,CD23
KH1168,SP002,21/1/2022,108,Giảm,178,Thấp,Khu vực C,Buổi sáng,Cao,CD21
